title,platform,metascore,userscore,genre,date
Braid,Xbox 360,93.0,85.0,platformer,2008-08-06
PixelJunk Eden,PlayStation 3,80.0,78.0,platformer,2008-07-31
Mister Slime,DS,59.0,70.8,platformer,2008-07-23
Elefunk,PlayStation 3,70.0,61.0,platformer,2008-07-17
Space Chimps,Xbox 360,57.0,53.0,platformer,2008-07-15
Space Chimps,DS,59.0,70.8,platformer,2008-07-15
Disney*Pixar WALL-E,PC,58.0,74.0,platformer,2008-06-24
WALL-E,PlayStation 2,67.0,85.0,platformer,2008-06-24
Disney*Pixar WALL-E,PlayStation 3,51.0,50.0,platformer,2008-06-24
Disney*Pixar WALL-E,PSP,64.0,54.0,platformer,2008-06-24
Disney*Pixar WALL-E,Wii,51.0,53.0,platformer,2008-06-24
Disney*Pixar WALL-E,DS,54.0,70.8,platformer,2008-06-24
Disney*Pixar WALL-E,Xbox 360,50.0,64.0,platformer,2008-06-24
Secret Agent Clank,PSP,72.0,78.0,platformer,2008-06-17
DreamWorks Kung Fu Panda,DS,71.0,55.0,platformer,2008-06-03
Kung Fu Panda,PlayStation 2,73.0,79.0,platformer,2008-06-03
Kung Fu Panda,Wii,70.0,67.0,platformer,2008-06-03
DreamWorks Kung Fu Panda,Xbox 360,75.0,73.0,platformer,2008-06-03
Kung Fu Panda,PlayStation 3,76.0,76.0,platformer,2008-06-03
DreamWorks Kung Fu Panda,PC,71.0,67.0,platformer,2008-06-03
Death Jr.: Root of Evil,Wii,71.0,80.0,platformer,2008-05-27
LostWinds,Wii,81.0,70.8,platformer,2008-05-12
George of the Jungle and the Search for the Secret,Wii,72.3,70.8,platformer,2008-03-18
George of the Jungle and the Search for the Secret,PlayStation 2,72.3,70.8,platformer,2008-03-18
Bubble Bobble Double Shot,DS,50.0,70.8,platformer,2008-03-03
Patapon,PSP,86.0,87.0,platformer,2008-02-26
N+,Xbox 360,83.0,83.0,platformer,2008-02-20
New Zealand Story Revolution,DS,62.0,70.8,platformer,2008-02-13
Rainbow Islands Evolution,PSP,72.3,70.8,platformer,2008-01-24
NiGHTS: Journey of Dreams,Wii,69.0,87.0,platformer,2007-12-18
Impossible Mission,DS,61.0,70.8,platformer,2007-11-15
Contra 4,DS,83.0,80.0,platformer,2007-11-13
Super Mario Galaxy,Wii,97.0,91.0,platformer,2007-11-12
The Simpsons Game,PSP,59.0,70.0,platformer,2007-11-05
The Simpsons Game,Xbox 360,71.0,77.0,platformer,2007-10-30
The Simpsons Game,PlayStation 3,71.0,75.0,platformer,2007-10-30
The Simpsons Game,PlayStation 2,68.0,78.0,platformer,2007-10-30
The Simpsons Game,Wii,64.0,61.0,platformer,2007-10-30
The Simpsons Game,DS,69.0,73.0,platformer,2007-10-30
El Tigre: The Adventures of Manny Rivera,PlayStation 2,62.0,85.0,platformer,2007-10-29
Crash of the Titans,DS,73.0,69.0,platformer,2007-10-25
Ratchet & Clank Future: Tools of Destruction,PlayStation 3,89.0,88.0,platformer,2007-10-23
Disney/Pixar Ratatouille,PlayStation 3,55.0,54.0,platformer,2007-10-23
Mega Man ZX Advent,DS,78.0,88.0,platformer,2007-10-23
Castlevania: The Dracula X Chronicles,PSP,80.0,82.0,platformer,2007-10-23
Nicktoons: Attack of the Toybots,Wii,60.0,70.0,platformer,2007-10-23
Nicktoons: Attack of the Toybots,DS,54.0,55.0,platformer,2007-10-23
The Legend of Spyro: The Eternal Night,Wii,60.0,63.0,platformer,2007-10-18
Spider-Man 3,PSP,52.0,71.0,platformer,2007-10-16
The Legend of Spyro: The Eternal Night,PlayStation 2,54.0,60.0,platformer,2007-10-02
The Legend of Spyro: The Eternal Night,DS,56.0,70.8,platformer,2007-10-02
The Legend of Spyro: The Eternal Night,Game Boy Advance,80.0,81.0,platformer,2007-10-02
Dewy's Adventure,Wii,67.0,63.0,platformer,2007-09-25
LocoRoco Cocoreccho!,PlayStation 3,72.0,57.0,platformer,2007-09-20
Anubis II,Wii,72.3,70.8,platformer,2007-09-18
Sonic Rush Adventure,DS,78.0,82.0,platformer,2007-09-18
Sonic the Hedgehog 2,Xbox 360,82.0,78.0,platformer,2007-09-12
Garfield's Nightmare,DS,70.0,84.0,platformer,2007-09-04
Pet Alien: An Intergalactic Puzzlepalooza,DS,58.0,70.8,platformer,2007-08-28
Ecco the Dolphin,Xbox 360,53.0,80.0,platformer,2007-08-15
Sonic the Hedgehog (Live Arcade),Xbox 360,77.0,74.0,platformer,2007-07-11
Cookie & Cream,DS,65.0,70.8,platformer,2007-07-02
Disney/Pixar Ratatouille,Xbox 360,56.0,60.0,platformer,2007-06-26
Disney/Pixar Ratatouille,Wii,62.0,66.0,platformer,2007-06-26
Disney/Pixar Ratatouille,PlayStation 2,65.0,80.0,platformer,2007-06-26
Disney/Pixar Ratatouille,PSP,64.0,75.0,platformer,2007-06-26
Disney/Pixar Ratatouille,DS,64.0,73.0,platformer,2007-06-26
Ratatouille,GameCube,60.0,55.0,platformer,2007-06-26
Ratatouille,Game Boy Advance,65.0,70.8,platformer,2007-06-26
Prince of Persia Classic,Xbox 360,82.0,71.0,platformer,2007-06-13
Crush,PSP,83.0,82.0,platformer,2007-05-29
Rush'n Attack,Xbox 360,58.0,70.8,platformer,2007-05-23
Death Jr. and the Science Fair of Doom,DS,72.3,76.0,platformer,2007-05-22
Winx Club: Join the Club,PSP,72.3,70.8,platformer,2007-05-07
Spider-Man 3,Xbox 360,63.0,70.0,platformer,2007-05-04
Spider-Man 3,PlayStation 3,60.0,67.0,platformer,2007-05-04
Spider-Man 3,DS,79.0,66.0,platformer,2007-05-04
Spider-Man 3,PlayStation 2,50.0,67.0,platformer,2007-05-04
Spider-Man 3,Wii,53.0,53.0,platformer,2007-05-04
Spider-Man 3,PC,62.0,68.0,platformer,2007-05-04
Spider-Man 3,Game Boy Advance,68.0,63.0,platformer,2007-05-04
Eets: Chowdown,Xbox 360,77.0,58.0,platformer,2007-04-25
Rayman Raving Rabbids,Xbox 360,67.0,75.0,platformer,2007-04-24
Brave: The Search for Spirit Dancer,PlayStation 2,65.0,74.0,platformer,2007-04-09
Super Paper Mario,Wii,85.0,80.0,platformer,2007-04-09
Castlevania: Symphony of the Night,Xbox 360,89.0,86.0,platformer,2007-03-21
Rayman Raving Rabbids,DS,56.0,68.0,platformer,2007-03-06
Wario: Master of Disguise,DS,60.0,75.0,platformer,2007-03-05
Sonic and the Secret Rings,Wii,69.0,62.0,platformer,2007-02-20
Sonic the Hedgehog,PlayStation 3,72.3,70.8,platformer,2007-01-30
Rayman Raving Rabbids,PC,58.0,69.0,platformer,2006-12-11
Ice Age 2: The Meltdown,Wii,66.0,80.0,platformer,2006-12-06
Castlevania: Portrait of Ruin,DS,85.0,83.0,platformer,2006-12-05
Rayman Raving Rabbids,PlayStation 2,64.0,72.0,platformer,2006-12-05
The Ant Bully,Wii,72.3,80.0,platformer,2006-12-05
Kirby: Squeak Squad,DS,71.0,80.0,platformer,2006-12-04
Open Season,Wii,72.3,56.0,platformer,2006-11-30
Over the Hedge: Hammy Goes Nuts,PSP,58.0,80.0,platformer,2006-11-21
Sonic the Hedgehog,Xbox 360,72.3,50.0,platformer,2006-11-14
Spider-Man: Battle for New York,DS,68.0,68.0,platformer,2006-11-14
Sonic the Hedgehog Genesis,Game Boy Advance,72.3,70.8,platformer,2006-11-14
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,57.0,57.0,platformer,2006-11-13
Yoshi's Island DS,DS,81.0,74.0,platformer,2006-11-13
Death Jr. II: Root of Evil,PSP,68.0,75.0,platformer,2006-10-31
Flushed Away,PlayStation 2,72.3,58.0,platformer,2006-10-24
Tokobot Plus: Mysteries of the Karakuri,PlayStation 2,66.0,84.0,platformer,2006-10-24
Over the Hedge: Hammy Goes Nuts!,DS,52.0,70.8,platformer,2006-10-24
Flushed Away,GameCube,72.3,70.8,platformer,2006-10-24
Disney's Kim Possible: What's the Switch?,PlayStation 2,76.0,78.0,platformer,2006-10-19
SpongeBob SquarePants: Creature from the Krusty Krab,DS,56.0,57.0,platformer,2006-10-18
Garfield: A Tail of Two Kitties,DS,59.0,64.0,platformer,2006-10-17
SpongeBob SquarePants: Creature from the Krusty Krab,PlayStation 2,56.0,76.0,platformer,2006-10-16
SpongeBob SquarePants: Creature from the Krusty Krab,GameCube,74.0,76.0,platformer,2006-10-16
The Legend of Spyro: A New Beginning,PlayStation 2,64.0,70.0,platformer,2006-10-10
The Legend of Spyro: A New Beginning,DS,68.0,62.0,platformer,2006-10-10
The Legend of Spyro: A New Beginning,Xbox,69.0,66.0,platformer,2006-10-10
The Legend of Spyro: A New Beginning,GameCube,67.0,69.0,platformer,2006-10-10
The Legend of Spyro: A New Beginning,Game Boy Advance,72.3,58.0,platformer,2006-10-10
Over the Hedge: Hammy Goes Nuts,Game Boy Advance,62.0,70.8,platformer,2006-10-10
Bubble Bobble Revolution,DS,72.3,62.0,platformer,2006-10-03
Rainbow Islands Revolution,DS,54.0,70.8,platformer,2006-10-03
Mario vs. Donkey Kong 2: March of the Minis,DS,76.0,79.0,platformer,2006-09-25
Open Season,Xbox 360,59.0,73.0,platformer,2006-09-19
Open Season,PC,58.0,83.0,platformer,2006-09-19
Open Season,DS,72.0,70.8,platformer,2006-09-19
Open Season,PlayStation 2,57.0,70.8,platformer,2006-09-19
Open Season,Xbox,59.0,70.8,platformer,2006-09-19
Open Season,GameCube,59.0,70.8,platformer,2006-09-19
Mega Man ZX,DS,76.0,89.0,platformer,2006-09-12
LocoRoco,PSP,83.0,87.0,platformer,2006-09-05
Ultimate Ghosts 'n Goblins,PSP,72.0,80.0,platformer,2006-08-29
Super Monkey Ball Adventure,PSP,56.0,64.0,platformer,2006-08-29
Super Monkey Ball Adventure,PlayStation 2,53.0,67.0,platformer,2006-08-01
Super Monkey Ball Adventure,GameCube,51.0,66.0,platformer,2006-08-01
The Ant Bully,PC,72.3,70.8,platformer,2006-07-24
The Ant Bully,PlayStation 2,52.0,70.8,platformer,2006-07-24
The Ant Bully,GameCube,51.0,70.8,platformer,2006-07-24
Cloning Clyde,Xbox 360,80.0,81.0,platformer,2006-07-19
Ruff Trigger: The Vanocore Conspiracy,PlayStation 2,57.0,74.0,platformer,2006-06-28
New Super Mario Bros.,DS,89.0,85.0,platformer,2006-05-15
Garfield and His Nine Lives,Game Boy Advance,56.0,70.0,platformer,2006-05-10
Over the Hedge,PlayStation 2,58.0,85.0,platformer,2006-05-09
Over the Hedge,PC,65.0,80.0,platformer,2006-05-09
Over the Hedge,Xbox,61.0,70.8,platformer,2006-05-09
Over the Hedge,GameCube,61.0,81.0,platformer,2006-05-09
Over the Hedge,DS,71.0,70.0,platformer,2006-05-05
Over the Hedge,Game Boy Advance,72.3,70.8,platformer,2006-05-05
Kao the Kangaroo Round 2,PlayStation 2,58.0,83.0,platformer,2006-03-29
KAO Challengers,PSP,57.0,73.0,platformer,2006-03-29
Eets,PC,81.0,62.0,platformer,2006-03-29
Kao the Kangaroo Round 2,GameCube,57.0,75.0,platformer,2006-03-29
Kao the Kangaroo Round 2,Xbox,62.0,70.8,platformer,2006-03-21
Daxter,PSP,85.0,86.0,platformer,2006-03-14
Mega Man Powered Up,PSP,82.0,87.0,platformer,2006-03-14
Ice Age 2: The Meltdown,PlayStation 2,68.0,81.0,platformer,2006-03-14
Ice Age 2: The Meltdown,Xbox,68.0,70.8,platformer,2006-03-14
Ice Age 2: The Meltdown,GameCube,67.0,80.0,platformer,2006-03-14
Naruto: Ninja Council,Game Boy Advance,60.0,70.0,platformer,2006-03-07
Super Princess Peach,DS,75.0,78.0,platformer,2006-02-27
Drill Dozer,Game Boy Advance,81.0,88.0,platformer,2006-02-06
Mega Man Maverick Hunter X,PSP,79.0,88.0,platformer,2006-01-31
Marble Blast Ultra,Xbox 360,79.0,83.0,platformer,2006-01-23
Ape Escape 3,PlayStation 2,77.0,87.0,platformer,2006-01-17
Castlevania Double Pack,Game Boy Advance,86.0,85.0,platformer,2006-01-11
Mega Man X Collection,GameCube,75.0,89.0,platformer,2006-01-10
Wik & the Fable of Souls,Xbox 360,77.0,78.0,platformer,2005-12-14
Pac-Man World 3,PC,74.0,81.0,platformer,2005-12-08
Pac-Man World 3,DS,72.3,67.0,platformer,2005-12-07
Pac-Man World 3,PSP,61.0,78.0,platformer,2005-12-06
Tokobot,PSP,72.0,73.0,platformer,2005-12-05
Joust,Xbox 360,68.0,70.0,platformer,2005-11-22
Pac-Man World 3,Xbox,65.0,70.8,platformer,2005-11-17
Pac-Man World 3,GameCube,66.0,72.0,platformer,2005-11-17
"Ed, Edd n Eddy: The Mis-Edventures",PC,72.3,73.0,platformer,2005-11-16
Sonic Rush,DS,82.0,81.0,platformer,2005-11-15
Shadow the Hedgehog,PlayStation 2,72.3,59.0,platformer,2005-11-15
Pac-Man World 3,PlayStation 2,63.0,54.0,platformer,2005-11-15
Shadow the Hedgehog,GameCube,51.0,63.0,platformer,2005-11-15
Shadow the Hedgehog,Xbox,72.3,55.0,platformer,2005-11-15
Stuart Little 3: Big Photo Adventure,PlayStation 2,71.0,79.0,platformer,2005-11-14
"Animaniacs: Lights, Camera, Action!",Game Boy Advance,72.3,70.8,platformer,2005-11-13
Disney's Kim Possible: Kimmunicator,DS,61.0,80.0,platformer,2005-11-09
Donkey Kong Country 3,Game Boy Advance,77.0,82.0,platformer,2005-11-07
"Ed, Edd n Eddy: The Mis-Edventures",PlayStation 2,50.0,75.0,platformer,2005-11-03
"Ed, Edd n Eddy: The Mis-Edventures",Xbox,56.0,77.0,platformer,2005-11-03
"Ed, Edd n Eddy: The Mis-Edventures",GameCube,55.0,78.0,platformer,2005-11-03
Disney's Chicken Little,PC,71.0,73.0,platformer,2005-11-02
The Incredibles: Rise of the Underminer,PlayStation 2,60.0,75.0,platformer,2005-11-01
The Incredibles: Rise of the Underminer,DS,54.0,70.8,platformer,2005-11-01
The Incredibles: Rise of the Underminer,Xbox,63.0,70.8,platformer,2005-11-01
The Incredibles: Rise of the Underminer,GameCube,67.0,68.0,platformer,2005-11-01
Atomic Betty,Game Boy Advance,62.0,79.0,platformer,2005-10-25
The Incredibles: Rise of the Underminer,PC,65.0,63.0,platformer,2005-10-24
Disney's Chicken Little,PlayStation 2,60.0,85.0,platformer,2005-10-20
Disney's Chicken Little,GameCube,67.0,70.8,platformer,2005-10-20
Disney's Chicken Little,Game Boy Advance,71.0,70.8,platformer,2005-10-20
Scooby-Doo! Unmasked,DS,60.0,76.0,platformer,2005-10-18
Dig Dug: Digging Strike,DS,65.0,71.0,platformer,2005-10-18
Disney's Chicken Little,Xbox,68.0,70.8,platformer,2005-10-18
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GameCube,58.0,83.0,platformer,2005-10-16
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PlayStation 2,72.3,80.0,platformer,2005-10-11
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Xbox,57.0,70.8,platformer,2005-10-11
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Game Boy Advance,71.0,57.0,platformer,2005-10-10
Castlevania: Dawn of Sorrow,DS,89.0,85.0,platformer,2005-10-04
Mega Man Zero 4,Game Boy Advance,77.0,87.0,platformer,2005-10-04
Frogger Helmet Chaos,PSP,66.0,74.0,platformer,2005-09-29
Frogger: Ancient Shadow,Xbox,72.3,70.8,platformer,2005-09-28
Frogger: Helmet Chaos,DS,69.0,68.0,platformer,2005-09-27
Frogger: Ancient Shadow,PlayStation 2,54.0,70.8,platformer,2005-09-27
Frogger: Ancient Shadow,GameCube,54.0,77.0,platformer,2005-09-27
Sly 3: Honor Among Thieves,PlayStation 2,83.0,89.0,platformer,2005-09-26
Disney's Cinderella: Magical Dreams,Game Boy Advance,69.0,70.8,platformer,2005-09-20
Tak: The Great Juju Challenge,PlayStation 2,74.0,78.0,platformer,2005-09-19
Tak: The Great Juju Challenge,DS,66.0,70.8,platformer,2005-09-19
DK: King of Swing,Game Boy Advance,70.0,50.0,platformer,2005-09-19
Tak: The Great Juju Challenge,Xbox,75.0,70.8,platformer,2005-09-19
Tak: The Great Juju Challenge,GameCube,75.0,81.0,platformer,2005-09-19
Tak: The Great Juju Challenge,Game Boy Advance,52.0,70.8,platformer,2005-09-19
Animaniacs: The Great Edgar Hunt,GameCube,65.0,70.8,platformer,2005-09-18
Scooby-Doo! Unmasked,PlayStation 2,61.0,84.0,platformer,2005-09-12
Scooby-Doo! Unmasked,Xbox,62.0,70.8,platformer,2005-09-12
Scooby-Doo! Unmasked,GameCube,64.0,68.0,platformer,2005-09-12
Scooby-Doo! Unmasked,Game Boy Advance,72.3,70.8,platformer,2005-09-12
One Piece,Game Boy Advance,76.0,78.0,platformer,2005-09-07
Animaniacs: The Great Edgar Hunt,Xbox,58.0,70.8,platformer,2005-08-29
Pac 'n Roll,DS,72.0,84.0,platformer,2005-08-23
Disney's Kim Possible 3: Team Possible,Game Boy Advance,76.0,80.0,platformer,2005-08-21
Lizzie McGuire 3: Homecoming Havoc,Game Boy Advance,59.0,70.8,platformer,2005-08-21
That's So Raven 2: Supernatural Style,Game Boy Advance,52.0,70.8,platformer,2005-08-21
Death Jr.,PSP,61.0,71.0,platformer,2005-08-16
Gumby vs. the Astrobots,Game Boy Advance,63.0,74.0,platformer,2005-08-09
Psychonauts,PlayStation 2,86.0,86.0,platformer,2005-06-21
Disney's Magical Quest 3 Starring Mickey and Donald,Game Boy Advance,58.0,70.8,platformer,2005-06-14
Kirby: Canvas Curse,DS,86.0,78.0,platformer,2005-06-13
Yoshi Topsy-Turvy,Game Boy Advance,60.0,68.0,platformer,2005-06-13
Madagascar,PC,73.0,79.0,platformer,2005-05-24
Madagascar,Xbox,71.0,74.0,platformer,2005-05-24
Madagascar,GameCube,70.0,83.0,platformer,2005-05-24
Madagascar,PlayStation 2,69.0,76.0,platformer,2005-05-23
DreamWorks Madagascar,DS,66.0,68.0,platformer,2005-05-23
Madagascar,Game Boy Advance,71.0,68.0,platformer,2005-05-23
Hugo: The Evil Mirror,Game Boy Advance,58.0,70.8,platformer,2005-04-24
Popeye: Rush for Spinach,Game Boy Advance,72.3,52.0,platformer,2005-04-24
Psychonauts,PC,87.0,88.0,platformer,2005-04-19
Psychonauts,Xbox,88.0,88.0,platformer,2005-04-19
Spy vs. Spy,Xbox,53.0,73.0,platformer,2005-04-06
Rayman DS,DS,58.0,75.0,platformer,2005-03-24
Ape Escape: On the Loose,PSP,66.0,70.0,platformer,2005-03-22
Mega Man Anniversary Collection,Xbox,80.0,87.0,platformer,2005-03-15
Rayman: Hoodlum's Revenge,Game Boy Advance,61.0,61.0,platformer,2005-03-15
Yoshi Touch & Go,DS,73.0,68.0,platformer,2005-03-14
Donkey Kong Jungle Beat,GameCube,80.0,82.0,platformer,2005-03-14
Robots,GameCube,56.0,70.8,platformer,2005-02-24
Winnie the Pooh's Rumbly Tumbly Adventure,GameCube,59.0,70.8,platformer,2005-02-08
Tork: Prehistoric Punk,Xbox,62.0,62.0,platformer,2005-01-12
Mega Man X8,PlayStation 2,68.0,88.0,platformer,2004-12-07
Super Mario 64 DS,DS,85.0,83.0,platformer,2004-11-20
Blinx 2: Masters of Time & Space,Xbox,68.0,89.0,platformer,2004-11-18
Sonic Heroes,PC,66.0,75.0,platformer,2004-11-17
Scaler,GameCube,69.0,74.0,platformer,2004-11-17
Donkey Kong Country 2,Game Boy Advance,80.0,86.0,platformer,2004-11-15
Lemony Snicket's A Series of Unfortunate Events,PC,64.0,60.0,platformer,2004-11-10
Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,63.0,61.0,platformer,2004-11-10
Lemony Snicket's A Series of Unfortunate Events,Xbox,70.0,72.0,platformer,2004-11-10
Lemony Snicket's A Series of Unfortunate Events,Game Boy Advance,72.0,80.0,platformer,2004-11-10
Jak 3,PlayStation 2,84.0,87.0,platformer,2004-11-09
Ratchet & Clank: Up Your Arsenal,PlayStation 2,91.0,91.0,platformer,2004-11-03
Spyro: A Hero's Tail,PlayStation 2,60.0,79.0,platformer,2004-11-03
Spyro: A Hero's Tail,Xbox,64.0,72.0,platformer,2004-11-03
Spyro: A Hero's Tail,GameCube,62.0,71.0,platformer,2004-11-03
The SpongeBob SquarePants Movie,PlayStation 2,75.0,85.0,platformer,2004-10-27
The SpongeBob SquarePants Movie,PC,67.0,59.0,platformer,2004-10-27
The SpongeBob SquarePants Movie,Xbox,74.0,78.0,platformer,2004-10-27
The SpongeBob SquarePants Movie,GameCube,73.0,79.0,platformer,2004-10-27
Classic NES Series: Castlevania,Game Boy Advance,74.0,87.0,platformer,2004-10-25
Scaler,PlayStation 2,70.0,86.0,platformer,2004-10-21
Scaler,Xbox,69.0,67.0,platformer,2004-10-20
Kirby & the Amazing Mirror,Game Boy Advance,80.0,88.0,platformer,2004-10-18
Pitfall: The Lost Expedition,PC,66.0,77.0,platformer,2004-10-15
Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation 2,71.0,83.0,platformer,2004-10-12
Ty the Tasmanian Tiger 2: Bush Rescue,Xbox,69.0,87.0,platformer,2004-10-12
Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,70.0,86.0,platformer,2004-10-12
Ty the Tasmanian Tiger 2: Bush Rescue,Game Boy Advance,63.0,64.0,platformer,2004-10-12
Disney's Lilo & Stitch 2: Hamsterveil Havoc,Game Boy Advance,66.0,74.0,platformer,2004-10-12
That's So Raven,Game Boy Advance,72.3,76.0,platformer,2004-10-12
Tak 2: The Staff of Dreams,PlayStation 2,71.0,83.0,platformer,2004-10-11
Tak 2: The Staff of Dreams,Xbox,73.0,70.8,platformer,2004-10-11
Tak 2: The Staff of Dreams,GameCube,75.0,86.0,platformer,2004-10-11
Tak 2: The Staff of Dreams,Game Boy Advance,72.3,70.8,platformer,2004-10-11
Mega Man Zero 3,Game Boy Advance,77.0,88.0,platformer,2004-10-05
Crash Twinsanity,PlayStation 2,64.0,83.0,platformer,2004-09-28
Disney's Aladdin,Game Boy Advance,59.0,81.0,platformer,2004-09-28
Crash Twinsanity,Xbox,66.0,83.0,platformer,2004-09-28
Shark Tale,PlayStation 2,69.0,60.0,platformer,2004-09-27
Shark Tale,PC,63.0,77.0,platformer,2004-09-27
Shark Tale,GameCube,69.0,70.8,platformer,2004-09-27
Shark Tale,Xbox,67.0,70.8,platformer,2004-09-27
Gish,PC,80.0,70.0,platformer,2004-09-17
Disney's Kim Possible 2: Drakken's Demise,Game Boy Advance,77.0,80.0,platformer,2004-09-15
Sly 2: Band of Thieves,PlayStation 2,88.0,90.0,platformer,2004-09-14
The Fairly OddParents Shadow Showdown,GameCube,61.0,86.0,platformer,2004-09-08
Sitting Ducks,Game Boy Advance,72.3,70.8,platformer,2004-06-29
Spider-Man 2,Game Boy Advance,65.0,79.0,platformer,2004-06-29
Mega Man Anniversary Collection,GameCube,81.0,88.0,platformer,2004-06-22
Sonic Advance 3,Game Boy Advance,79.0,83.0,platformer,2004-06-07
Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,67.0,63.0,platformer,2004-06-03
Spyro Orange: The Cortex Conspiracy,Game Boy Advance,60.0,61.0,platformer,2004-06-03
Malice,PlayStation 2,51.0,63.0,platformer,2004-06-02
Malice,Xbox,72.3,70.0,platformer,2004-06-02
Classic NES Series: Ice Climber,Game Boy Advance,66.0,74.0,platformer,2004-06-02
Classic NES Series: Super Mario Bros.,Game Boy Advance,84.0,85.0,platformer,2004-06-02
Classic NES Series: Donkey Kong,Game Boy Advance,55.0,61.0,platformer,2004-06-02
Pac-Man World 2,PC,54.0,69.0,platformer,2004-05-25
Mario vs. Donkey Kong,Game Boy Advance,81.0,81.0,platformer,2004-05-24
Shrek 2,PC,55.0,63.0,platformer,2004-05-03
Shrek 2,PlayStation 2,71.0,65.0,platformer,2004-04-28
Shrek 2,GameCube,70.0,53.0,platformer,2004-04-28
Shrek 2,Game Boy Advance,72.0,70.8,platformer,2004-04-28
Shrek 2,Xbox,72.0,56.0,platformer,2004-04-28
Disney's Home on the Range,Game Boy Advance,65.0,70.8,platformer,2004-03-31
Samurai Jack: The Shadow of Aku,PlayStation 2,59.0,85.0,platformer,2004-03-24
Pitfall: The Lost Expedition,PlayStation 2,70.0,86.0,platformer,2004-02-18
Pitfall: The Lost Expedition,GameCube,73.0,88.0,platformer,2004-02-18
Pitfall: The Lost Expedition,Game Boy Advance,66.0,70.8,platformer,2004-02-18
Pitfall: The Lost Expedition,Xbox,73.0,83.0,platformer,2004-02-18
Metroid: Zero Mission,Game Boy Advance,89.0,88.0,platformer,2004-02-09
Sonic Heroes,PlayStation 2,64.0,73.0,platformer,2004-01-27
Sonic Heroes,Xbox,73.0,78.0,platformer,2004-01-27
Maximo vs Army of Zin,PlayStation 2,83.0,81.0,platformer,2004-01-20
Sonic Heroes,GameCube,72.0,79.0,platformer,2004-01-05
Ozzy & Drix,Game Boy Advance,72.3,70.8,platformer,2003-12-16
I-Ninja,GameCube,77.0,77.0,platformer,2003-12-04
Mission: Impossible: Operation Surma,Game Boy Advance,72.3,70.8,platformer,2003-12-02
Looney Tunes: Back in Action,GameCube,64.0,78.0,platformer,2003-11-24
Looney Tunes: Back in Action,PlayStation 2,51.0,78.0,platformer,2003-11-19
I-Ninja,PlayStation 2,73.0,85.0,platformer,2003-11-18
Whiplash,PlayStation 2,66.0,84.0,platformer,2003-11-18
Whiplash,Xbox,68.0,70.8,platformer,2003-11-18
Disney's Magical Quest 2 Starring Mickey and Minnie,Game Boy Advance,63.0,70.8,platformer,2003-11-12
Justice League: Chronicles,Game Boy Advance,72.3,70.8,platformer,2003-11-12
Ratchet & Clank: Going Commando,PlayStation 2,90.0,89.0,platformer,2003-11-11
Looney Tunes: Back in Action,Game Boy Advance,72.3,55.0,platformer,2003-11-11
Bionicle,PC,52.0,65.0,platformer,2003-10-31
SpongeBob SquarePants: Battle for Bikini Bottom,PlayStation 2,71.0,88.0,platformer,2003-10-31
SpongeBob SquarePants: Battle for Bikini Bottom,Xbox,70.0,85.0,platformer,2003-10-31
SpongeBob SquarePants: Battle for Bikini Bottom,GameCube,71.0,84.0,platformer,2003-10-31
Frogger's Adventures: The Rescue,GameCube,61.0,70.8,platformer,2003-10-31
Frogger's Adventures: The Rescue,PlayStation 2,59.0,85.0,platformer,2003-10-29
Frogger's Journey: The Forgotten Relic,Game Boy Advance,59.0,84.0,platformer,2003-10-28
Spyro: Attack of the Rhynocs,Game Boy Advance,72.0,71.0,platformer,2003-10-27
Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,94.0,89.0,platformer,2003-10-21
Bionicle,PlayStation 2,51.0,70.8,platformer,2003-10-20
Bionicle,Xbox,72.3,70.8,platformer,2003-10-20
Bionicle,GameCube,72.3,70.8,platformer,2003-10-20
Tak and the Power of Juju,PlayStation 2,68.0,86.0,platformer,2003-10-15
Tak and the Power of Juju,GameCube,71.0,83.0,platformer,2003-10-15
Tak and the Power of Juju,Game Boy Advance,79.0,82.0,platformer,2003-10-15
Mega Man X7,PlayStation 2,58.0,71.0,platformer,2003-10-14
Jak II,PlayStation 2,87.0,83.0,platformer,2003-10-14
The Haunted Mansion,PlayStation 2,69.0,81.0,platformer,2003-10-14
Wallace & Gromit in Project Zoo,Xbox,63.0,70.8,platformer,2003-10-14
Wallace & Gromit in Project Zoo,GameCube,66.0,70.8,platformer,2003-10-14
Mega Man Zero 2,Game Boy Advance,81.0,88.0,platformer,2003-10-14
The Haunted Mansion,Xbox,71.0,70.0,platformer,2003-10-14
The Haunted Mansion,GameCube,69.0,77.0,platformer,2003-10-14
Wallace & Gromit in Project Zoo,PlayStation 2,67.0,70.8,platformer,2003-10-07
Oddworld: Munch's Oddysee,Game Boy Advance,72.3,70.8,platformer,2003-09-24
